"uniqueid","person","trip","tour","home_taz","orig","dest","time","mode","inbound","tourpurpose","income_group","inc","hhsize","license","sex","age"
379914,4,1,1,2411,44,9,1,"HOV2",0,"S","High",130,4,1,2,17
379938,3,2,2,2411,38,12,1,"Walk",2,"H","Med",40,3,0,2,4
381327,4,2,2,2411,49,47,5,"SOV",2,"W","Med",50,15,1,1,18
381341,2,2,2,2411,47,30,1,"Walk",2,"K","Low",15,3,1,2,40
382126,2,1,1,2411,21,25,1,"HOV2",0,"H","Med",40,2,1,1,43
382072,3,1,1,2416,25,1,1,"SOV",0,"H","Low",15,3,1,1,41
381783,4,1,2,2417,30,39,1,"SOV",0,"L","High",110,4,1,1,21
393799,8,2,1,2418,42,22,1,"HOV3",2,"P","Med",40,15,0,1,14
393524,2,2,1,2419,23,13,1,"HOV2",2,"H","Low",15,2,1,2,22
394387,3,1,1,2419,21,18,1,"Walk",0,"S","Med",50,6,0,2,12
392845,2,3,1,2420,14,12,5,"SOV",2,"W","Med",45,2,1,2,27
393417,1,1,1,2420,9,17,5,"SOV",0,"L","Med",25,4,1,1,22
394129,1,2,1,2420,16,16,1,"SOV",0,"W","Low",15,2,0,2,39
395583,2,2,1,2420,3,35,1,"HOV3",2,"K","High",500,4,1,2,47
388382,5,2,1,2421,13,24,5,"HOV2",2,"S","Low",5,6,0,2,8
385386,1,1,1,2422,37,39,1,"HOV3",0,"L","Med",30,3,1,2,33
385616,3,1,1,2422,34,31,1,"HOV2",0,"S","Med",80,5,0,2,8
387892,2,1,2,2422,47,39,5,"Walk",0,"L","Med",35,2,1,1,78
388871,3,1,1,2422,23,43,1,"Walk",0,"K","Med",50,5,0,1,10
388998,4,3,1,2422,16,27,5,"Walk",2,"S","Med",25,4,0,2,9
384821,6,3,2,2423,21,23,5,"HOV2",2,"K","Med",95,6,1,1,51
384930,2,3,1,2424,41,18,1,"HOV3",2,"L","Med",45,3,1,1,53
385184,1,1,1,2424,2,38,1,"SOV",0,"W","Med",55,2,1,1,44
385827,1,1,1,2424,41,40,1,"SOV",0,"H","Med",55,2,1,1,53
384696,1,2,3,2425,26,7,5,"HOV2",2,"K","Low",10,4,1,1,57
387149,3,2,3,2425,28,28,5,"SOV",2,"W","Med",50,5,1,1,20
387805,1,3,1,2425,40,35,5,"SOV",2,"W","Med",35,1,1,1,40
388374,2,1,1,2425,19,12,1,"HOV2",0,"L","High",115,2,1,1,80
384820,2,2,3,2426,17,2,5,"HOV3",2,"L","Med",35,5,1,2,37
1073234,3,1,2,2428,35,15,5,"HOV3",0,"K","Med",50,15,1,2,28
1073309,4,2,2,2428,38,33,5,"HOV3",2,"S","Med",95,4,0,2,17
1073314,2,2,1,2428,41,24,1,"SOV",2,"K","High",110,16,1,2,57
389692,2,5,1,2429,14,39,1,"SOV",2,"P","Med",70,2,1,2,55
392112,3,4,4,2429,24,45,5,"HOV2",2,"K","Med",35,6,0,2,22
389276,1,2,1,2430,49,6,5,"SOV",2,"W","Med",70,2,1,1,62
389379,1,4,1,2430,11,40,5,"SOV",2,"W","High",110,6,1,1,49
390597,1,1,2,2430,22,9,5,"HOV2",0,"L","Med",85,6,1,1,45
390651,2,3,2,2430,7,43,5,"SOV",2,"T","High",125,4,1,2,49
390897,3,1,1,2430,1,13,1,"HOV2",0,"S","Med",40,3,1,1,17
391124,1,1,2,2430,5,16,5,"HOV3",0,"T","Med",40,4,1,1,27
391965,1,2,3,2430,2,11,1,"HOV3",2,"K","Med",55,4,1,1,43
392259,1,2,3,2430,2,22,5,"Walk",2,"L","High",105,1,1,1,33
390687,2,4,2,2431,27,13,5,"SOV",2,"W","High",115,3,1,2,43
391661,1,1,1,2431,14,24,1,"SOV",0,"W","Med",95,3,1,1,55
392061,2,2,1,2431,41,25,1,"SOV",2,"W","Low",15,5,1,1,47
392363,4,4,1,2431,32,32,5,"HOV2",2,"S","Med",70,4,0,2,0
1074233,4,2,2,2432,12,35,1,"HOV3",2,"K","Med",55,5,1,2,29
1075773,1,1,1,2432,22,15,1,"HOV2",0,"K","Med",45,2,1,1,53
1079308,3,1,2,2432,5,13,1,"SOV",0,"K","Med",80,3,1,1,21
1081673,1,2,1,2432,45,19,1,"Walk",2,"R","Low",0,1,0,1,19
1085347,2,2,1,2432,5,2,1,"SOV",0,"W","High",150,4,1,2,49
1073778,2,4,2,2433,45,34,5,"SOV",2,"R","Med",85,2,1,2,51
1074200,3,2,1,2434,36,33,1,"HOV2",2,"S","Med",25,4,0,2,15
1082579,1,3,1,2434,32,12,1,"SOV",2,"P","Low",5,1,1,2,61
1083756,2,1,1,2434,12,15,1,"SOV",0,"P","Med",90,3,1,2,27
1080211,1,3,3,2436,21,34,5,"HOV2",2,"K","Med",60,2,1,1,27
1084826,1,1,1,2436,45,36,1,"HOV2",0,"W","Med",35,2,0,2,29
399301,2,2,1,2437,6,9,5,"HOV2",2,"H","Med",50,2,1,2,21
400247,1,1,1,2437,48,32,1,"SOV",0,"R","Med",75,3,1,1,50
400338,2,1,2,2437,4,32,5,"Walk",0,"K","Low",10,2,0,1,0
400803,2,2,1,2437,38,20,1,"HOV2",2,"P","Low",20,2,1,2,69
401197,2,4,1,2437,13,16,5,"HOV2",2,"T","High",175,2,0,1,66
401392,1,3,1,2437,14,23,1,"SOV",2,"L","Low",15,1,1,2,78
400959,1,1,3,2439,37,7,1,"HOV2",0,"K","Low",5,6,1,1,34
401217,3,2,1,2439,27,26,5,"Walk",2,"K","Med",35,4,0,1,6
401834,1,2,2,2439,5,40,5,"SOV",2,"R","Med",40,1,1,2,60
400383,2,2,1,2440,43,8,1,"SOV",0,"W","High",100,3,1,2,42
401372,4,7,1,2440,34,20,5,"SOV",2,"W","Med",65,4,1,1,49
401925,2,1,1,2440,2,38,1,"HOV3",0,"K","Med",75,3,0,1,9
384109,4,5,1,2441,25,25,5,"HOV3",2,"K","Med",50,15,0,1,15
384173,2,1,1,2441,43,48,1,"SOV",0,"P","Med",70,2,1,2,60
384295,3,1,1,2442,18,19,1,"HOV2",0,"P","High",500,3,1,1,28
383223,1,1,2,2443,46,28,5,"SOV",0,"R","High",100,2,1,1,82
383386,2,2,2,2443,15,37,5,"SOV",2,"W","Med",45,3,1,2,53
383848,1,1,1,2443,24,2,1,"SOV",0,"W","Med",30,2,0,2,40
395929,1,2,1,2444,35,45,5,"SOV",2,"W","Med",25,4,1,1,31
397618,1,1,1,2445,10,20,1,"Walk",0,"W","Med",60,14,0,1,26
397683,1,1,3,2445,18,1,5,"HOV2",0,"K","Med",50,2,1,1,54
398047,4,2,1,2445,1,34,1,"Walk",2,"S","Low",10,6,0,1,7
399085,2,2,2,2445,40,20,1,"HOV3",2,"K","Med",50,4,1,2,40
395920,4,1,1,2446,43,23,1,"SOV",0,"W","Med",50,4,1,1,21
398357,1,4,1,2446,42,47,1,"HOV2",2,"K","Med",25,6,1,1,73
396820,4,1,2,2447,2,9,5,"SOV",0,"H","Med",65,4,1,1,39
614027,2,1,2,2450,33,29,5,"HOV2",0,"T","Low",10,2,1,1,20
614385,1,1,1,2450,7,30,1,"SOV",0,"W","Low",15,1,0,1,37
1095706,2,4,1,2454,41,15,5,"SOV",2,"W","Med",25,2,1,2,57
1089241,3,1,1,2457,29,44,1,"HOV3",0,"S","High",225,4,0,1,11
1090783,1,1,1,2457,26,14,1,"HOV3",0,"K","Med",40,4,1,1,35
1093351,1,2,1,2457,11,49,5,"SOV",2,"H","Med",75,2,1,1,62
1095259,1,2,2,2457,50,5,5,"HOV2",2,"W","Med",80,3,1,1,35
1095730,1,2,1,2457,8,40,1,"SOV",0,"W","Med",75,4,1,1,31
940330,3,2,1,2901,20,28,1,"HOV2",2,"H","Med",30,5,0,1,4
937584,6,2,1,2904,23,30,5,"SOV",2,"S","Med",60,6,1,2,22
920654,2,3,1,2907,27,33,5,"HOV2",2,"H","Low",10,6,0,2,34
921045,3,1,1,2907,37,42,1,"HOV2",0,"K","Med",25,3,1,2,57
922703,1,2,1,2907,31,14,1,"HOV2",2,"W","Med",35,4,0,2,57
924185,5,1,4,2907,29,44,5,"HOV3",0,"L","Med",95,5,1,1,35
921010,2,6,2,2908,47,4,5,"HOV2",2,"W","Med",60,14,1,2,26
921030,1,2,3,2909,48,2,5,"HOV3",2,"P","Med",25,6,1,1,41
922704,1,2,1,2909,27,24,1,"HOV2",2,"K","Med",40,3,1,1,51
925677,3,2,1,2909,37,25,5,"Walk",2,"L","Low",15,5,0,1,7
927271,1,1,1,2912,29,41,1,"SOV",0,"P","Low",10,1,1,1,66
929882,2,1,3,2912,46,32,1,"HOV2",0,"H","Med",70,10,1,2,54
931659,4,1,1,2912,48,21,1,"HOV2",0,"S","Low",10,4,0,1,14
934216,1,3,3,2912,32,23,1,"HOV3",2,"W","Med",50,3,1,1,50
927775,4,2,1,2914,39,7,1,"HOV3",2,"S","Med",40,4,0,2,5
933474,15,4,2,2914,40,18,5,"HOV2",2,"W","High",110,16,0,1,20
933475,3,3,1,2914,17,39,1,"HOV3",2,"H","Med",25,3,1,1,44
930962,3,1,1,2915,11,31,1,"HOV3",0,"K","Med",40,4,1,2,23
935898,1,2,1,2915,47,44,1,"Walk",2,"K","Med",50,15,1,1,37
929055,5,1,1,2916,24,48,1,"HOV2",0,"P","Med",40,5,0,2,17
934907,1,1,2,2916,47,47,5,"SOV",0,"P","Med",25,6,1,1,36
935920,2,3,1,2916,20,35,1,"SOV",2,"P","Med",45,2,1,1,76
936183,4,2,1,2916,43,29,1,"SOV",0,"W","High",135,4,1,2,25
917791,1,1,4,2917,4,2,1,"HOV3",0,"K","Low",15,4,0,2,44
918620,6,2,1,2917,39,33,1,"HOV3",2,"S","Med",50,11,1,1,17
919156,3,1,2,2917,44,42,5,"HOV2",0,"K","Med",25,4,0,2,7
998360,2,1,1,2918,12,46,1,"SOV",0,"P","High",250,2,1,2,52
996977,1,1,3,2919,36,46,5,"SOV",0,"L","Med",50,3,1,1,44
997554,5,1,1,2920,45,1,5,"Walk",0,"L","Low",15,5,0,1,0
906976,2,2,2,2922,28,15,1,"HOV3",2,"K","Med",45,4,1,1,24
910922,1,5,1,2922,5,36,5,"SOV",2,"T","Med",65,2,1,1,64
907357,8,1,1,2923,46,7,1,"HOV3",0,"W","Med",55,15,1,1,24
899863,4,3,1,2926,35,36,1,"HOV3",2,"H","Med",50,15,0,1,18
903067,1,2,1,2926,11,25,1,"HOV2",2,"P","Low",15,3,1,1,72
898488,1,2,1,2927,49,14,1,"SOV",0,"W","Low",20,6,1,1,32
898981,11,1,1,2928,18,37,1,"SOV",0,"W","Med",55,15,1,1,28
903451,2,2,1,2930,6,14,1,"HOV3",2,"K","Med",50,4,1,2,51
889533,2,2,1,2931,46,11,1,"SOV",2,"H","Med",35,2,1,2,54
890756,4,2,1,2931,2,22,1,"Walk",2,"T","Low",10,4,0,1,2
893459,1,1,1,2931,15,10,1,"HOV2",0,"K","Low",20,2,1,1,61
889516,4,9,1,2932,27,30,5,"HOV3",2,"K","Med",40,4,0,1,0
890328,1,2,4,2933,36,40,5,"Walk",2,"R","Low",15,4,1,1,60
892750,1,1,2,2933,9,40,5,"Walk",0,"T","Low",10,6,0,2,58
892771,4,3,1,2933,37,41,1,"HOV3",2,"P","Low",15,4,1,1,31
896216,3,1,1,2933,20,33,1,"HOV3",0,"S","Med",25,5,0,2,17
896749,1,2,2,2933,8,35,1,"Walk",2,"P","Low",-5,11,0,2,24
898080,2,1,1,2933,16,21,1,"SOV",0,"W","Low",15,3,1,2,62
889942,1,2,2,2934,42,4,1,"SOV",2,"H","Med",45,5,1,1,30
890726,2,2,1,2934,20,2,5,"SOV",2,"W","Med",55,3,1,2,49
890783,1,2,2,2934,43,39,5,"HOV2",2,"T","Low",20,2,1,1,66
892315,2,2,2,2934,16,6,5,"Walk",2,"L","Med",95,3,1,2,18
894266,5,4,2,2934,31,43,1,"SOV",1,"W","High",275,9,1,2,29
897089,1,1,1,2934,21,21,1,"SOV",0,"W","Med",30,4,1,1,34
897479,1,3,1,2934,35,26,1,"SOV",2,"W","Med",55,2,1,2,41
891392,4,2,2,2937,42,14,5,"HOV3",2,"R","Low",10,6,0,2,9
916962,3,2,1,2938,18,34,1,"HOV3",2,"K","Low",20,3,0,2,1
735244,4,1,2,2000,36,11,5,"HOV3",0,"T","Med",40,5,0,1,16
740591,1,1,1,2000,28,7,1,"SOV",0,"W","High",500,6,1,1,38
747316,3,1,1,2000,21,34,1,"SOV",0,"W","Low",20,3,1,1,45
752040,2,2,1,2000,48,9,5,"SOV",2,"W","Med",35,3,1,2,25
749202,2,1,2,2001,32,47,1,"HOV2",0,"H","Low",5,5,0,2,22
729591,5,1,1,2002,47,31,1,"SOV",0,"W","Med",35,6,1,1,41
737498,1,2,1,2002,43,42,1,"HOV2",2,"P","Med",35,2,1,1,26
734391,3,1,2,2003,25,17,1,"HOV3",0,"R","Low",15,3,0,1,75
738266,11,1,1,2003,11,13,1,"HOV3",0,"W","High",120,14,0,1,18
759437,3,1,1,2004,44,20,1,"HOV3",0,"S","Low",-5,11,0,1,1
763565,1,1,1,2004,39,40,1,"Walk",0,"P","Low",10,1,0,2,78
764632,2,1,1,2004,2,14,1,"SOV",0,"W","Med",55,3,1,2,36
772704,3,2,1,2004,35,15,5,"Walk",2,"S","Low",20,12,0,2,12
784065,2,2,2,2004,9,28,5,"Walk",2,"H","Med",90,2,1,2,32
785520,1,1,1,2004,31,12,1,"SOV",0,"W","High",145,3,1,1,51
787504,1,2,2,2004,30,26,1,"HOV2",2,"K","Med",50,1,0,2,76
762681,1,1,3,2005,41,22,1,"SOV",0,"P","Low",0,2,1,1,34
782119,2,1,1,2005,28,1,1,"HOV2",0,"W","Med",40,4,1,2,50
768184,1,1,1,2007,32,40,5,"SOV",0,"L","Low",10,1,1,2,21
778790,1,1,1,2008,10,39,1,"SOV",0,"W","Med",55,4,1,1,40
765261,4,3,3,2009,29,23,5,"HOV3",2,"S","Med",80,19,0,2,15
784898,2,3,1,2009,10,41,1,"SOV",2,"P","Med",25,3,1,2,32
792845,1,1,4,2010,23,15,5,"Walk",0,"P","Low",20,12,1,1,46
798187,2,1,1,2010,20,3,1,"HOV3",0,"T","Med",30,3,1,2,30
798761,4,1,1,2010,18,8,1,"HOV3",0,"K","Low",20,6,0,1,8
806121,1,7,2,2010,24,34,1,"SOV",2,"H","Med",40,2,1,2,49
808117,2,1,1,2011,1,49,1,"HOV3",0,"L","Med",35,6,1,2,57
798164,4,2,1,2012,22,40,1,"SOV",2,"H","Low",10,4,0,1,33
799524,3,1,1,2012,37,45,1,"HOV3",0,"T","Med",65,4,0,1,1
791282,1,1,4,2013,44,45,5,"Walk",0,"H","Low",15,4,0,1,29
798734,1,1,3,2013,19,38,5,"HOV3",0,"P","Low",10,3,0,2,55
799440,3,1,1,2014,42,4,5,"SOV",0,"P","Med",40,3,1,2,33
805642,3,2,1,2014,18,18,1,"SOV",2,"S","Med",30,4,1,2,18
797543,1,3,1,2016,7,4,1,"SOV",0,"W","High",130,3,1,1,50
800928,4,1,1,2016,28,22,1,"HOV3",0,"S","Med",35,5,0,2,21
808161,1,3,1,2017,26,38,5,"SOV",2,"W","Med",45,4,1,1,47
803369,2,1,2,2018,11,48,1,"HOV2",0,"K","Low",10,3,1,2,24
1232753,4,7,1,2019,18,16,5,"SOV",2,"S","Med",45,4,1,2,20
1233152,1,2,1,2019,6,6,1,"HOV2",2,"C","Low",15,1,0,2,73
1233163,1,2,1,2019,33,7,1,"Walk",2,"K","Low",5,3,0,2,25
1235001,3,1,1,2019,41,26,1,"SOV",0,"W","Med",35,6,1,2,28
1233234,3,2,1,2020,36,47,1,"HOV3",2,"H","Low",0,6,0,1,3
1233980,3,1,2,2021,22,12,5,"Walk",0,"L","Low",20,6,0,1,20
1216493,6,5,2,2026,28,34,5,"HOV3",2,"L","Med",80,6,0,1,14
1217193,2,4,2,2026,16,21,1,"SOV",2,"K","Med",70,11,1,2,33
1215563,2,2,1,2027,28,21,5,"HOV2",2,"S","Low",10,3,0,1,7
1216645,5,1,1,2027,44,37,1,"HOV2",0,"S","Low",15,6,0,1,5
1217006,1,2,1,2027,39,24,5,"SOV",2,"W","Low",20,2,1,2,45
1216908,1,3,1,2028,41,6,5,"HOV3",2,"W","Low",-5,1,0,2,19
1216966,5,1,2,2028,21,18,1,"Walk",0,"K","Med",30,5,0,2,2
1217204,1,2,2,2028,31,50,1,"HOV2",2,"S","Low",10,4,1,1,34
1217308,10,3,1,2028,17,34,1,"Walk",1,"W","High",140,11,1,2,28
1230558,1,2,1,2029,23,45,1,"SOV",0,"W","Med",40,1,1,1,63
1230844,2,4,3,2030,24,2,5,"HOV3",2,"K","Med",35,5,1,2,35
1230990,10,2,1,2031,33,3,5,"Walk",2,"K","Low",20,13,0,2,1
1231869,4,3,1,2032,45,8,5,"HOV3",2,"T","Med",25,12,0,1,3
1230369,1,4,1,2033,33,20,1,"SOV",2,"W","Low",20,4,0,2,37
1230588,7,1,2,2035,3,5,1,"HOV2",0,"P","Med",40,10,0,1,18
1231546,3,3,3,2035,37,14,1,"SOV",2,"T","Med",60,6,1,2,67
1232061,2,4,1,2035,47,3,1,"SOV",2,"K","Low",5,5,1,2,30
1230001,9,2,1,2036,24,9,1,"HOV2",2,"P","Low",20,10,0,2,2
1230278,9,2,1,2036,9,30,5,"SOV",2,"W","Med",60,10,0,1,22
1230924,4,2,1,2036,29,34,1,"Walk",2,"K","Low",20,6,0,1,3
1231106,1,2,2,2036,3,48,1,"SOV",2,"R","Med",30,2,1,1,74
1231706,3,2,1,2036,44,14,1,"Walk",2,"K","Med",25,6,0,2,18
1232002,2,3,3,2037,1,27,1,"HOV2",2,"P","Low",20,6,0,2,32
1220777,5,2,2,2040,15,11,1,"Walk",2,"K","Low",0,5,0,1,24
1220854,2,2,2,2040,1,49,1,"SOV",2,"W","Med",25,4,1,2,35
1221446,2,2,2,2040,2,18,1,"SOV",2,"R","Med",40,2,1,2,64
1221770,1,2,3,2040,44,45,5,"SOV",2,"H","Med",65,5,1,1,59
1221492,1,2,1,2041,37,19,1,"HOV2",2,"T","Low",20,3,0,1,68
1220946,1,1,1,2042,25,27,1,"SOV",0,"W","Low",10,5,0,1,23
1221068,2,1,1,2042,29,26,1,"HOV2",0,"K","Med",25,4,0,2,15
1221071,2,2,1,2042,32,14,1,"HOV3",2,"K","Low",5,5,0,2,30
1221529,2,1,2,2042,8,27,1,"HOV3",0,"K","Med",65,10,1,2,53
1222384,7,2,2,2043,5,42,5,"HOV3",2,"K","Med",25,11,1,1,56
1223334,2,2,2,2043,50,12,5,"Walk",2,"K","Low",15,5,1,2,40
1223420,2,1,3,2043,16,9,5,"SOV",0,"T","Low",15,6,1,2,42
1223933,1,1,1,2043,42,8,5,"HOV3",0,"H","Med",55,2,1,1,39
1224188,3,1,1,2043,33,17,1,"Walk",0,"K","Low",20,5,0,2,17
1224064,9,2,3,2044,17,38,5,"HOV2",2,"K","Low",20,9,0,2,3
1222059,3,2,2,2045,16,12,5,"Walk",2,"S","Med",25,6,0,2,15
1223247,1,2,3,2045,10,15,5,"HOV3",2,"T","Low",5,10,1,1,32
1223247,10,1,1,2045,17,9,1,"HOV3",0,"S","Low",5,10,0,1,15
1223255,1,3,1,2045,48,13,1,"SOV",2,"P","Low",15,1,1,2,75
1223707,1,1,1,2045,14,37,1,"HOV3",0,"R","Low",15,6,0,1,38
1223786,1,4,1,2045,6,12,1,"SOV",2,"W","Low",15,1,1,1,65
596618,1,2,4,2050,21,45,5,"Walk",2,"T","Low",-5,1,0,1,35
597182,4,2,2,2050,41,25,5,"HOV3",2,"R","Med",40,15,0,1,15
597363,1,1,1,2050,27,24,1,"Walk",0,"H","Low",-5,1,0,1,60
597886,1,2,1,2050,7,41,1,"Walk",2,"K","Low",-5,1,1,2,38
599186,1,8,1,2050,15,3,5,"SOV",1,"W","Med",70,1,1,2,45
599746,1,1,1,2050,9,14,5,"Walk",0,"K","Low",-5,14,0,2,40
1238462,2,2,1,2054,40,24,5,"HOV2",2,"S","Med",30,2,0,2,26
1238735,2,2,1,2054,9,8,1,"HOV3",2,"K","Low",20,10,1,2,34
1238609,3,2,2,2055,23,31,1,"HOV2",2,"P","Med",30,11,0,2,23
1238648,1,2,3,2055,16,34,5,"Walk",2,"R","Low",15,2,0,2,50
1238812,2,7,1,2055,31,42,5,"SOV",2,"W","High",100,2,1,2,37
1239160,7,2,1,2055,41,35,1,"HOV3",2,"K","Med",60,10,0,1,19
1238904,2,1,1,2058,36,3,1,"HOV3",0,"S","Low",10,3,0,1,7
1236567,2,4,2,2060,35,32,5,"HOV3",2,"R","Med",80,19,0,2,42
1236886,3,2,1,2060,35,49,5,"HOV2",2,"S","Low",20,3,0,1,7
1237966,8,1,1,2060,49,8,1,"HOV3",0,"H","Low",20,11,0,1,11
1237025,1,1,1,2061,33,18,1,"SOV",0,"L","Med",25,2,1,1,68
1237463,6,1,1,2061,48,29,1,"Walk",0,"S","Low",10,11,0,1,11
1237656,1,2,2,2061,22,39,1,"SOV",2,"P","Med",30,1,1,1,72
1237704,6,2,1,2061,42,41,1,"HOV3",2,"S","Med",25,10,0,1,9
1238260,4,6,1,2061,32,40,5,"HOV2",2,"K","Low",15,4,0,1,19
1218338,1,2,1,2062,7,37,1,"SOV",2,"W","Med",35,2,1,1,53
1218574,2,2,1,2062,20,43,1,"SOV",2,"K","Med",75,11,1,2,50
1220527,1,2,1,2062,30,34,1,"Bike",2,"S","Low",15,1,1,1,63
1219974,4,2,1,2064,43,38,1,"Walk",2,"K","Med",25,4,1,1,23
1217977,2,2,4,2065,39,24,5,"Walk",2,"K","Low",0,5,0,2,38
1218032,1,1,2,2065,26,18,1,"Walk",0,"W","Med",80,5,1,2,48
1218117,3,1,1,2065,42,3,1,"Walk",0,"L","Low",15,12,0,1,18
1218899,1,2,1,2065,28,40,1,"SOV",2,"K","Med",35,5,1,1,33
1219021,2,5,1,2065,38,47,1,"HOV2",2,"K","Med",35,10,0,2,47
1219207,2,2,1,2065,49,18,5,"SOV",2,"W","Med",35,2,1,1,52
1219873,2,2,1,2065,36,28,1,"HOV3",2,"C","Med",60,3,1,1,35
1224906,1,1,1,2066,41,38,1,"HOV2",0,"P","Low",5,1,1,1,55
1225954,4,2,1,2066,27,3,1,"HOV2",2,"P","Med",60,14,1,1,18
1226495,3,1,2,2066,40,26,1,"SOV",0,"P","Med",35,3,1,1,20
1226692,1,1,1,2066,44,42,1,"HOV3",0,"K","Med",25,5,1,2,37
1226854,4,1,1,2066,16,49,1,"Walk",0,"K","Med",25,4,0,1,9
1226782,4,1,1,2067,42,27,1,"HOV2",0,"H","Med",35,6,0,1,3
1226924,5,1,3,2067,25,3,5,"HOV3",0,"S","Low",15,12,0,2,17
1226956,5,2,1,2067,36,30,5,"HOV2",2,"S","Low",20,11,0,2,15
1225905,2,1,1,2068,43,43,1,"SOV",0,"W","Med",40,3,0,2,61
1227720,11,6,2,2073,2,27,5,"HOV2",2,"K","Med",75,11,1,1,52
1227848,2,3,2,2073,28,20,1,"HOV2",2,"H","Low",10,3,1,2,25
1228223,1,5,3,2073,50,1,5,"HOV2",2,"K","Med",30,3,1,2,39
1229108,10,1,1,2073,46,6,1,"HOV3",0,"K","Med",30,10,0,1,23
1227395,9,1,2,2074,37,12,1,"HOV3",0,"K","Med",75,9,0,2,7
1227552,2,4,2,2074,16,32,5,"HOV2",2,"S","Med",40,6,0,2,51
1228798,4,2,1,2074,16,43,1,"HOV3",2,"S","Med",35,4,0,1,13
1228850,3,1,2,2074,5,46,5,"Walk",0,"H","Low",10,6,0,2,14
1229487,2,1,1,2074,15,30,1,"HOV3",0,"R","High",135,4,1,2,18
1229577,1,1,4,2074,34,23,5,"SOV",0,"L","Med",25,1,1,1,52
1227278,2,2,3,2075,30,1,1,"HOV3",2,"K","Med",45,6,0,2,32
1227439,1,2,1,2075,48,31,1,"HOV2",2,"K","Low",0,3,1,2,40
1228617,2,1,1,2075,14,6,1,"HOV3",0,"S","Low",5,3,0,2,13
1228937,3,1,2,2075,33,19,1,"Walk",0,"K","Low",5,5,0,1,4
1229058,15,2,4,2075,31,7,1,"HOV2",2,"K","Med",50,16,1,1,26
1229398,2,1,2,2075,4,1,5,"Walk",0,"K","Low",5,3,0,1,11
1229547,4,2,2,2075,23,34,1,"Walk",2,"K","Low",5,5,0,2,0
1248365,10,1,1,2500,36,37,1,"HOV2",0,"S","Med",80,11,1,1,24
1248568,2,1,1,2500,7,33,1,"Walk",0,"R","Med",45,4,1,2,75
1248641,1,1,2,2500,6,27,5,"Walk",0,"R","Low",10,1,1,1,29
1248813,2,2,1,2500,39,30,5,"HOV3",2,"W","Med",35,6,1,1,24
1248882,2,1,1,2500,5,46,1,"SOV",0,"W","Med",55,2,1,1,31
1249147,1,2,2,2500,27,27,5,"SOV",2,"P","Low",5,1,1,1,50
1248947,2,4,1,2504,5,21,5,"SOV",2,"W","Med",25,4,1,2,47
1063587,3,1,2,2505,16,48,1,"SOV",0,"H","High",105,3,1,2,23
1065685,2,2,2,2505,4,19,5,"HOV3",2,"H","Med",45,3,0,2,14
1066185,1,2,2,2505,12,14,5,"HOV2",2,"L","High",100,2,1,1,62
1066231,3,1,1,2505,23,43,1,"Walk",0,"S","Med",70,5,0,2,12
1069400,3,1,1,2505,7,6,1,"HOV2",0,"S","Med",30,3,0,2,10
1069839,1,1,1,2505,10,43,1,"SOV",0,"W","Med",30,3,1,1,48
1071152,4,3,2,2505,19,27,5,"HOV3",2,"T","Med",90,4,0,1,14
1064023,2,5,1,2506,14,32,5,"HOV3",2,"P","Low",20,12,0,2,51
1064161,2,1,1,2506,6,46,1,"SOV",0,"P","Med",40,2,1,2,58
1066189,2,3,2,2506,19,23,1,"SOV",2,"T","Med",40,2,1,2,41
1066693,6,3,3,2507,47,10,5,"HOV3",2,"T","Med",65,6,0,1,5
1065691,3,1,2,2508,38,33,5,"HOV2",0,"T","High",120,6,1,2,77
1252553,8,1,1,2511,33,40,1,"HOV3",0,"K","Low",15,11,0,2,6
1252742,7,2,1,2511,7,20,1,"SOV",2,"W","Med",45,9,1,2,25
1253120,4,2,2,2511,21,13,5,"SOV",2,"W","Med",30,4,1,1,33
1253218,1,1,1,2511,37,20,1,"Walk",0,"P","Low",10,1,0,2,84
1253879,2,1,1,2511,24,6,1,"Walk",0,"H","Low",0,9,0,2,17
1254131,5,2,1,2511,18,10,5,"HOV2",2,"S","Med",50,5,0,1,2
1254426,7,3,1,2511,18,36,5,"HOV3",2,"W","High",120,14,1,1,23
1254791,5,1,3,2511,30,35,5,"HOV3",0,"L","Med",25,5,0,1,1
1254827,1,1,1,2511,24,39,1,"SOV",0,"W","Low",20,3,0,1,40
1255014,2,1,1,2511,35,37,1,"HOV2",0,"W","High",115,5,0,1,26
1252354,1,2,1,2512,21,34,5,"SOV",2,"W","Low",10,1,1,1,32
1253312,1,2,1,2512,11,43,1,"HOV2",2,"K","Med",35,2,1,1,62
1253749,5,2,2,2512,6,9,1,"HOV3",2,"K","Low",15,5,0,1,0
1255061,10,5,2,2512,14,24,5,"HOV3",2,"T","Med",95,10,1,2,27
1251957,9,1,1,2513,15,20,1,"Walk",0,"S","Low",20,11,0,2,14
1253818,3,1,2,2513,21,11,5,"SOV",0,"H","High",120,3,1,1,25
1255186,2,4,1,2513,11,48,1,"HOV2",2,"K","Low",10,3,0,2,20
412734,4,2,1,2514,3,31,5,"HOV2",2,"S","Med",40,4,0,1,11
411680,2,1,1,2516,44,26,1,"HOV2",0,"K","High",125,2,1,2,58
408627,2,5,1,2517,34,23,5,"HOV3",2,"W","Med",55,3,0,2,43
408101,2,2,1,2518,5,43,1,"SOV",1,"W","Med",35,6,1,1,35
